================== DRONE: Saint-Léonard ================

0 :  [8, 174]
1246 :  [10, 124]
1247 :  [124, 10]
1248 :  [10, 10]
1249 :  [10, 124]
1250 :  [124, 10]
1251 :  [10, 10]
1252 :  [10, 10]
1253 :  [10, 10]
1254 :  [10, 124]
1255 :  [124, 10]
1256 :  [10, 10]
1257 :  [10, 10]
1258 :  [10, 10]
1259 :  [10, 10]
1260 :  [10, 10]
1261 :  [10, 10]
1262 :  [10, 10]
1263 :  [10, 10]
1264 :  [10, 10]
1265 :  [10, 10]
1266 :  [10, 10]
1267 :  [10, 124]
1268 :  [124, 10]
1269 :  [10, 49]
1270 :  [49, 10]
1271 :  [10, 10]
1272 :  [10, 10]
1273 :  [10, 10]
1274 :  [10, 10]
1275 :  [10, 10]
1276 :  [10, 10]
1277 :  [10, 10]
1278 :  [10, 10]
1279 :  [10, 10]
1280 :  [10, 10]
1281 :  [10, 10]
1282 :  [10, 10]
1283 :  [10, 10]
1284 :  [10, 10]
1285 :  [10, 10]
1286 :  [10, 10]
1287 :  [10, 10]
1288 :  [10, 10]
1289 :  [10, 10]
1290 :  [10, 10]
1291 :  [10, 10]
1292 :  [10, 10]
1293 :  [10, 10]
1294 :  [10, 10]
1295 :  [10, 10]
1296 :  [10, 10]
1297 :  [10, 10]
1298 :  [10, 10]
1299 :  [10, 10]
1300 :  [10, 10]
1301 :  [10, 10]
1302 :  [10, 10]
1303 :  [10, 10]
1304 :  [10, 10]
1305 :  [10, 10]
1306 :  [10, 10]
1307 :  [10, 10]
1308 :  [10, 10]
1309 :  [10, 10]
1310 :  [10, 10]
1311 :  [10, 10]
1312 :  [10, 10]
1313 :  [10, 10]
1314 :  [10, 10]
1315 :  [10, 10]
1316 :  [10, 10]
1317 :  [10, 10]
1318 :  [10, 10]
1319 :  [10, 10]
1320 :  [10, 10]
1321 :  [10, 10]
1322 :  [10, 10]
1323 :  [10, 10]
1324 :  [10, 10]
1325 :  [10, 10]
1326 :  [10, 10]
1327 :  [10, 10]
1328 :  [10, 10]
1329 :  [10, 10]
1330 :  [10, 10]
1331 :  [10, 49]
1332 :  [49, 49]
1333 :  [49, 10]
1334 :  [10, 10]
1335 :  [10, 10]
1336 :  [10, 10]
1337 :  [10, 10]
1338 :  [10, 10]
1339 :  [10, 10]
1340 :  [10, 49]
1341 :  [49, 156]
1342 :  [156, 49]
1343 :  [49, 49]
1344 :  [49, 49]
1345 :  [49, 10]
1346 :  [10, 10]
1347 :  [10, 124]
1348 :  [124, 10]
1349 :  [10, 101]
1350 :  [101, 180]
1351 :  [180, 10]
1352 :  [10, 10]
1353 :  [10, 10]
1354 :  [10, 10]
1355 :  [10, 10]
1356 :  [10, 10]
1357 :  [10, 10]
1358 :  [10, 10]
1359 :  [10, 124]
1360 :  [124, 10]
1361 :  [10, 10]
1362 :  [10, 10]
1363 :  [10, 10]
1364 :  [10, 10]
1365 :  [10, 205]
1366 :  [205, 10]
1367 :  [10, 10]
1368 :  [10, 10]
1369 :  [10, 10]
1370 :  [10, 10]
1371 :  [10, 10]
1372 :  [10, 10]
1373 :  [10, 10]
1374 :  [10, 10]
1375 :  [10, 10]
1376 :  [10, 10]
1377 :  [10, 10]
1378 :  [10, 10]
1379 :  [10, 10]
1380 :  [10, 10]
1381 :  [10, 10]
1382 :  [10, 10]
1383 :  [10, 25]
1384 :  [25, 10]
1385 :  [10, 25]
1386 :  [25, 10]
1387 :  [10, 10]
1388 :  [10, 10]
1389 :  [10, 10]
1390 :  [10, 10]
1391 :  [10, 10]
1392 :  [10, 10]
1393 :  [10, 10]
1394 :  [10, 10]
1395 :  [10, 10]
1396 :  [10, 10]
1397 :  [10, 10]
1398 :  [10, 10]
1399 :  [10, 10]
1400 :  [10, 10]
1401 :  [10, 10]
1402 :  [10, 10]
1403 :  [10, 10]
1404 :  [10, 10]
1405 :  [10, 10]
1406 :  [10, 10]
1407 :  [10, 10]
1408 :  [10, 10]
1409 :  [10, 10]
1410 :  [10, 10]
1411 :  [10, 10]
1412 :  [10, 10]
1413 :  [10, 10]
1414 :  [10, 10]
1415 :  [10, 10]
1416 :  [10, 10]
1417 :  [10, 10]
1418 :  [10, 10]
1419 :  [10, 10]
1420 :  [10, 10]
1421 :  [10, 10]
1422 :  [10, 10]
1423 :  [10, 10]
1424 :  [10, 10]
1425 :  [10, 10]
1426 :  [10, 10]
1427 :  [10, 10]
1428 :  [10, 10]
1429 :  [10, 159]
1430 :  [159, 10]
1431 :  [10, 10]
1432 :  [10, 10]
1433 :  [10, 10]
1434 :  [10, 10]
1435 :  [10, 10]
1436 :  [10, 10]
1437 :  [10, 10]
1438 :  [10, 177]
1439 :  [177, 8]
1440 :  [8, 345]
1441 :  [345, 423]
1442 :  [423, 23]
1443 :  [23, 423]
1444 :  [423, 345]
1445 :  [345, 8]
1446 :  [8, 345]
1447 :  [345, 345]
1448 :  [345, 8]
1449 :  [8, 157]
1450 :  [157, 123]
1451 :  [123, 23]
1452 :  [23, 8]
1453 :  [8, 23]
1454 :  [23, 8]
1455 :  [8, 8]
1456 :  [8, 8]
1457 :  [8, 8]
1458 :  [8, 8]
1459 :  [8, 8]
1460 :  [8, 8]
1461 :  [8, 8]
1462 :  [8, 8]
1463 :  [8, 8]
1464 :  [8, 8]
1465 :  [8, 8]
1466 :  [8, 8]
1467 :  [8, 8]
1468 :  [8, 8]
1469 :  [8, 123]
1470 :  [123, 8]
1471 :  [8, 8]
1472 :  [8, 8]
1473 :  [8, 8]
1474 :  [8, 8]
1475 :  [8, 8]
1476 :  [8, 8]
1477 :  [8, 8]
1478 :  [8, 8]
1479 :  [8, 8]
1480 :  [8, 8]
1481 :  [8, 8]
1482 :  [8, 8]
1483 :  [8, 17]
1484 :  [17, 12]
1485 :  [12, 17]
1486 :  [17, 8]
1487 :  [8, 12]
1488 :  [12, 8]
1489 :  [8, 8]
1490 :  [8, 8]
1491 :  [8, 8]
1492 :  [8, 8]
1493 :  [8, 17]
1494 :  [17, 12]
1495 :  [12, 124]
1496 :  [124, 17]
1497 :  [17, 174]
1498 :  [174, 8]
1499 :  [8, 174]
1500 :  [174, 174]
1501 :  [174, 174]
1502 :  [174, 8]
1503 :  [8, 10]
1504 :  [10, 10]
1505 :  [10, 8]
1506 :  [8, 8]
1507 :  [8, 174]
1508 :  [174, 17]
1509 :  [17, 174]
1510 :  [174, 10]
1511 :  [10, 10]
1512 :  [10, 10]
1513 :  [10, 173]
1514 :  [173, 173]
1515 :  [173, 173]
1516 :  [173, 10]
1517 :  [10, 10]
1518 :  [10, 10]
1519 :  [10, 10]
1520 :  [10, 10]
1521 :  [10, 10]
1522 :  [10, 17]
1523 :  [17, 173]
1524 :  [173, 173]
1525 :  [173, 173]
1526 :  [173, 173]
1527 :  [173, 10]
1528 :  [10, 173]
1529 :  [173, 10]
1530 :  [10, 10]
1531 :  [10, 419]
1532 :  [419, 421]
1533 :  [421, 10]
1534 :  [10, 10]
1535 :  [10, 10]
1536 :  [10, 10]
1537 :  [10, 10]
1538 :  [10, 10]
1539 :  [10, 10]
1540 :  [10, 10]
1541 :  [10, 10]
1542 :  [10, 10]
1543 :  [10, 10]
1544 :  [10, 10]
1545 :  [10, 10]
1546 :  [10, 10]
1547 :  [10, 10]
1548 :  [10, 10]
1549 :  [10, 10]
1550 :  [10, 158]
1551 :  [158, 158]
1552 :  [158, 10]
1553 :  [10, 158]
1554 :  [158, 10]
1555 :  [10, 10]
1556 :  [10, 158]
1557 :  [158, 10]
1558 :  [10, 10]
1559 :  [10, 10]
1560 :  [10, 10]
1561 :  [10, 10]
1562 :  [10, 10]
1563 :  [10, 10]
1564 :  [10, 10]
1565 :  [10, 10]
1566 :  [10, 10]
1567 :  [10, 10]
1568 :  [10, 10]
1569 :  [10, 10]
1570 :  [10, 10]
1571 :  [10, 10]
1572 :  [10, 10]
1573 :  [10, 10]
1574 :  [10, 10]
1575 :  [10, 10]
1576 :  [10, 158]
1577 :  [158, 10]
1578 :  [10, 158]
1579 :  [158, 158]
1580 :  [158, 10]
1581 :  [10, 158]
1582 :  [158, 10]
1583 :  [10, 10]
1584 :  [10, 10]
1585 :  [10, 10]
1586 :  [10, 10]
1587 :  [10, 10]
1588 :  [10, 10]
1589 :  [10, 10]
1590 :  [10, 10]
1591 :  [10, 10]
1592 :  [10, 10]
1593 :  [10, 10]
1594 :  [10, 10]
1595 :  [10, 10]
1596 :  [10, 10]
1597 :  [10, 10]
1598 :  [10, 10]
1599 :  [10, 10]
1600 :  [10, 10]
1601 :  [10, 10]
1602 :  [10, 10]
1603 :  [10, 10]
1604 :  [10, 10]
1605 :  [10, 10]
1606 :  [10, 10]
1607 :  [10, 10]
1608 :  [10, 10]
1609 :  [10, 10]
1610 :  [10, 10]
1611 :  [10, 10]
1612 :  [10, 10]
1613 :  [10, 10]
1614 :  [10, 10]
1615 :  [10, 10]
1616 :  [10, 10]
1617 :  [10, 10]
1618 :  [10, 10]
1619 :  [10, 10]
1620 :  [10, 10]
1621 :  [10, 10]
1622 :  [10, 10]
1623 :  [10, 10]
1624 :  [10, 180]
1625 :  [180, 180]
1626 :  [180, 180]
1627 :  [180, 180]
1628 :  [180, 10]
1629 :  [10, 10]
1630 :  [10, 10]
1631 :  [10, 10]
1632 :  [10, 10]
1633 :  [10, 175]
1634 :  [175, 56]
1635 :  [56, 87]
1636 :  [87, 56]
1637 :  [56, 10]
1638 :  [10, 10]
1639 :  [10, 175]
1640 :  [175, 10]
1641 :  [10, 10]
1642 :  [10, 10]
1643 :  [10, 10]
1644 :  [10, 10]
1645 :  [10, 10]
1646 :  [10, 10]
1647 :  [10, 87]
1648 :  [87, 10]
1649 :  [10, 10]
1650 :  [10, 10]
1651 :  [10, 10]
1652 :  [10, 10]
1653 :  [10, 10]
1654 :  [10, 10]
1655 :  [10, 56]
1656 :  [56, 10]
1657 :  [10, 10]
1658 :  [10, 10]
1659 :  [10, 56]
1660 :  [56, 10]
1661 :  [10, 346]
1662 :  [346, 346]
1663 :  [346, 346]
1664 :  [346, 35]
1665 :  [35, 9]
1666 :  [9, 35]
1667 :  [35, 358]
1668 :  [358, 10]
1669 :  [10, 10]
1670 :  [10, 10]
1671 :  [10, 10]
1672 :  [10, 10]
1673 :  [10, 10]
1674 :  [10, 10]
1675 :  [10, 10]
1676 :  [10, 10]
1677 :  [10, 10]
1678 :  [10, 10]
1679 :  [10, 10]
1680 :  [10, 10]
1681 :  [10, 10]
1682 :  [10, 10]
1683 :  [10, 10]
1684 :  [10, 10]
1685 :  [10, 10]
1686 :  [10, 10]
1687 :  [10, 10]
1688 :  [10, 10]
1689 :  [10, 10]
1690 :  [10, 10]
1691 :  [10, 10]
1692 :  [10, 10]
1693 :  [10, 10]
1694 :  [10, 10]
1695 :  [10, 10]
1696 :  [10, 10]
1697 :  [10, 10]
1698 :  [10, 10]
1699 :  [10, 10]
1700 :  [10, 10]
1701 :  [10, 10]
1702 :  [10, 10]
1703 :  [10, 10]
1704 :  [10, 10]
1705 :  [10, 10]
1706 :  [10, 10]
1707 :  [10, 10]
1708 :  [10, 10]
1709 :  [10, 10]
1710 :  [10, 10]
1711 :  [10, 10]
1712 :  [10, 10]
1713 :  [10, 10]
1714 :  [10, 10]
1715 :  [10, 10]
1716 :  [10, 10]
1717 :  [10, 10]
1718 :  [10, 10]
1719 :  [10, 10]
1720 :  [10, 10]
1721 :  [10, 10]
1722 :  [10, 87]
1723 :  [87, 10]
1724 :  [10, 10]
1725 :  [10, 10]
1726 :  [10, 10]
1727 :  [10, 10]
1728 :  [10, 10]
1729 :  [10, 10]
1730 :  [10, 10]
1731 :  [10, 10]
1732 :  [10, 10]
1733 :  [10, 10]
1734 :  [10, 10]
1735 :  [10, 10]
1736 :  [10, 10]
1737 :  [10, 10]
1738 :  [10, 10]
1739 :  [10, 10]
1740 :  [10, 10]
1741 :  [10, 10]
1742 :  [10, 10]
1743 :  [10, 10]
1744 :  [10, 17]
1745 :  [17, 173]
1746 :  [173, 10]
1747 :  [10, 10]
1748 :  [10, 173]
1749 :  [173, 10]
1750 :  [10, 10]
1751 :  [10, 173]
1752 :  [173, 10]
1753 :  [10, 10]
1754 :  [10, 10]
1755 :  [10, 10]
1756 :  [10, 10]
1757 :  [10, 10]
1758 :  [10, 10]
1759 :  [10, 173]
1760 :  [173, 8]
Temps d'éxécution : 5.3e+01s
200.113 Km a parcourir dans le quartier Saint-Léonard .
Pour un cout de 2.0 euros et 100 euros de locations.
